mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_precision	mean_test_recall	mean_test_roc_auc	mean_train_accuracy	mean_train_precision	mean_train_recall	mean_train_roc_auc	param_SVM__C	param_SVM__class_weight	param_SVM__dual	param_SVM__loss	param_SVM__penalty	param_TFIDF__tokenizer	param_TFIDF__use_idf	params	rank_test_accuracy	rank_test_precision	rank_test_recall	rank_test_roc_auc	split0_test_accuracy	split0_test_precision	split0_test_recall	split0_test_roc_auc	split0_train_accuracy	split0_train_precision	split0_train_recall	split0_train_roc_auc	split1_test_accuracy	split1_test_precision	split1_test_recall	split1_test_roc_auc	split1_train_accuracy	split1_train_precision	split1_train_recall	split1_train_roc_auc	split2_test_accuracy	split2_test_precision	split2_test_recall	split2_test_roc_auc	split2_train_accuracy	split2_train_precision	split2_train_recall	split2_train_roc_auc	split3_test_accuracy	split3_test_precision	split3_test_recall	split3_test_roc_auc	split3_train_accuracy	split3_train_precision	split3_train_recall	split3_train_roc_auc	split4_test_accuracy	split4_test_precision	split4_test_recall	split4_test_roc_auc	split4_train_accuracy	split4_train_precision	split4_train_recall	split4_train_roc_auc	std_fit_time	std_score_time	std_test_accuracy	std_test_precision	std_test_recall	std_test_roc_auc	std_train_accuracy	std_train_precision	std_train_recall	std_train_roc_auc
11.696518754959106	2.884080410003662	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.001	balanced	False	squared_hinge	l1	<function tokenizer6 at 0x7f981c8c2730>	True	{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer6 at 0x7f981c8c2730>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.460443779940531	2.727194088008137	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
12.352980041503907	2.9601858139038084	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.001	balanced	False	squared_hinge	l1	<function tokenizer5 at 0x7f9829db80d0>	True	{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer5 at 0x7f9829db80d0>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.5796697057331865	2.905238504752087	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
11.924218225479127	2.8838247299194335	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.001	balanced	False	squared_hinge	l1	<function tokenizer4 at 0x7f9829db8158>	True	{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer4 at 0x7f9829db8158>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.1393728580047653	2.742561754269006	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
11.186759614944458	2.9139616966247557	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.001	balanced	False	squared_hinge	l1	<function tokenizer3 at 0x7f9829db81e0>	True	{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer3 at 0x7f9829db81e0>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.116100714604698	2.7714223466278938	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
11.07404670715332	2.8790029525756835	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.01	balanced	False	squared_hinge	l1	<function tokenizer6 at 0x7f981c8c2730>	True	{'SVM__C': 0.01, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer6 at 0x7f981c8c2730>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.282389204383784	2.758393328888176	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
11.40870966911316	2.865040636062622	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.01	balanced	False	squared_hinge	l1	<function tokenizer5 at 0x7f9829db80d0>	True	{'SVM__C': 0.01, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer5 at 0x7f9829db80d0>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.433154805669448	2.725187237142472	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
11.049196720123291	2.845318651199341	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.01	balanced	False	squared_hinge	l1	<function tokenizer4 at 0x7f9829db8158>	True	{'SVM__C': 0.01, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer4 at 0x7f9829db8158>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.184688597522104	2.6902854918945427	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
11.136674785614014	2.8917116641998293	0.863118212009694	0.0	0.0	0.5	0.8467583441053647	0.0	0.0	0.5	0.01	balanced	False	squared_hinge	l1	<function tokenizer3 at 0x7f9829db81e0>	True	{'SVM__C': 0.01, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer3 at 0x7f9829db81e0>, 'TFIDF__use_idf': True}	13	13	13	13	0.9960073199134919	0.0	0.0	0.5	0.7074074074074074	0.0	0.0	0.5	0.9934497816593887	0.0	0.0	0.5	0.8293978081572704	0.0	0.0	0.5	0.7518479408658922	0.0	0.0	0.5	0.8734549735138316	0.0	0.0	0.5	0.42344244984160506	0.0	0.0	0.5	0.9039631155581714	0.0	0.0	0.5	0.2547568710359408	0.0	0.0	0.5	0.9195684158901423	0.0	0.0	0.5	2.330438388728327	2.7611370194660037	0.24885734976625407	0.0	0.0	0.0	0.07616623165031669	0.0	0.0	0.0
11.181702661514283	2.856705331802368	0.9228076474284176	0.24530329666882	0.15086505213064766	0.6024897296179329	0.929424752411596	0.8882917493406252	0.684487105089447	0.8939108585931441	0.1	balanced	False	squared_hinge	l1	<function tokenizer6 at 0x7f981c8c2730>	True	{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer6 at 0x7f981c8c2730>, 'TFIDF__use_idf': True}	9	9	12	12	0.9841956413242389	0.0	0.0	0.542592283280441	0.8233918128654971	0.9487179487179487	0.41905396402398404	0.7357876966012739	0.9799126637554585	0.030303030303030304	0.06666666666666667	0.5383296703296704	0.9248672466387978	0.9043062200956937	0.6258278145695364	0.8845691575303724	0.8658922914466737	0.8913043478260869	0.5234042553191489	0.7635040640688502	0.9584069060231509	0.8872987477638641	0.7689922480620155	0.9361266950834746	0.7085533262935586	0.9299363057324841	0.5347985347985348	0.7715327066948015	0.9672356288012557	0.8464017185821697	0.804902962206333	0.9539066461896241	0.6659619450317125	0.9924050632911392	0.5560283687943263	0.8079927018039493	0.973222167729279	0.85473411154345	0.8036585365853659	0.9591640975609759	2.282752956395085	2.7369927581457976	0.11172489302518704	0.40580338498344004	0.22804093112873403	0.10488304997689052	0.05559064007093867	0.03685014146066522	0.14814762411795354	0.08334249613822067
11.201481485366822	2.9871827602386474	0.9232564401759268	0.24481384732335823	0.1519494117988848	0.6029902807779176	0.9297071021418895	0.8885494396479713	0.6854640689735749	0.8943026939283332	0.1	balanced	False	squared_hinge	l1	<function tokenizer5 at 0x7f9829db80d0>	True	{'SVM__C': 0.1, 'SVM__class_weight': 'balanced', 'SVM__dual': False, 'SVM__loss': 'squared_hinge', 'SVM__penalty': 'l1', 'TFIDF__tokenizer': <function tokenizer5 at 0x7f9829db80d0>, 'TFIDF__use_idf': True}	6	12	10	9	0.98436200299451	0.0	0.0	0.542675797561383	0.8243664717348927	0.9491017964071856	0.4223850766155896	0.7358053205642828	0.9790393013100437	0.02857142857142857	0.06666666666666667	0.5368791208791208	0.9252061913908033	0.9053537284894837	0.6271523178807947	0.8856132345684358	0.866948257655755	0.8920863309352518	0.5276595744680851	0.7631753526177385	0.9584069060231509	0.8872987477638641	0.7689922480620155	0.9366360907387673	0.7085533262935586	0.9299363057324841	0.5347985347985348	0.7705210417180492	0.9678242103197959	0.8481283422459893	0.8100102145045965	0.9520244172661153	0.671247357293869	0.9900497512437811	0.5645390070921986	0.8182101762749773	0.9727317312408044	0.8528645833333334	0.7987804878048781	0.9614344065040651	2.224494697725142	2.6631808627408406	0.11061034374521729	0.4057306785184806	0.22992230115337034	0.10658786384835206	0.055217058958081086	0.03703460637871013	0.146928640081378	0.08345957671976813
